title,date,star,text
"Credit facile,et rapide.",2020-12-29T17:58:09Z,5,"N'ayant pas put faire de credit autre part,COFIDIS reponds parfaitement a ma demande,rappide et efficace."
Équipe à l'écoute,2020-12-29T17:57:21Z,5,"Équipe à l'écoute, professionnel, trouve une solution rapide et efficace."
Au top rapide et efficace super,2020-12-29T17:50:19Z,5,
Prêt rapide à avoir,2020-12-29T17:47:08Z,4,"Prêt rapide à avoir, conseillère très gentille et très professionnelle dans ses explications"
simple et pratique pour effectuer sa…,2020-12-29T17:30:22Z,5,simple et pratique pour effectuer sa demande et bonne idée de tout faire par la voie électronique.Réponse rapide sur la demande de Crédit et timing respecté pour le versement.
Très satisfait de votre service en vous…,2020-12-29T17:28:07Z,5,Très satisfait de votre service en vous remerciant cordialement
Rapide et à l écoute,2020-12-29T17:28:06Z,5,
super,2020-12-29T17:27:39Z,5,super super super super
5 étoiles,2020-12-29T17:20:47Z,5,Pour moi cofidis et 5 étoiles
Bonnes initiativesMais un peu lent…,2020-12-29T17:15:15Z,5,Bonnes initiativesMais un peu lent pour trancher et debloquer surtout qu'il n'y pas de changements importants dans la situation sur 12 mois
reponse rapide pourl le credit demander…,2020-12-29T17:13:38Z,5,reponse rapide pourl le credit demander et les personne a l ecoute du client
je suis tombée sur des personnes très à…,2020-12-29T17:02:34Z,5,"je suis tombée sur des personnes très à l'écoute et toujours disponibles pour vous répondre, ce qui aide à passer ce mauvais cap.Merci"
reponse assez rapide apres pas encore…,2020-12-29T16:57:47Z,4,reponse assez rapide apres pas encore toucher comme ma banque travail avec une journee
simple et efficace merci,2020-12-29T16:56:31Z,4,
Super,2020-12-29T16:55:23Z,5,Très réactif
Service rapide et très…,2020-12-29T16:53:27Z,5,"Service rapide et très sérieux,Interlocuteurs consciencieux et très aimables.Merci"
Rien a dire,2020-12-29T16:48:02Z,5,Rien a dire tout est clair et précis .
parfaite écoute et réactif,2020-12-29T16:43:41Z,5,
je pense tout simplement,2020-12-29T16:42:47Z,3,"je pense tout simplement , que chez cofidis .ils ne font pas la différence entre les payeurs et ceux qui font des prêts a tour de bras et qui ne savent pas rembourser !! moi, ça fait des années que je suis chez eux, certes ,il faut savoir que l'on leurs laisse des plumes et ce qui est normal !!mais , ce sont les seul qui réponde présent quand on a besoin d'eux !!mais ,je n'ai pas eu l'attente que j’attendais .merci"
trés bien renseigné et de bon conseil…,2020-12-29T16:41:56Z,5,trés bien renseigné et de bon conseil ......
Je vous mets la note la plus élevée car…,2020-12-29T16:41:37Z,5,Je vous mets la note la plus élevée car vous êtes très professionnel très a l écoute du client très patient c est actuellement tellement rare Merci pour votre gentillesse et dévouement
Tres satisfaits,2020-12-29T16:31:16Z,5,
Très professionnel et très aimable,2020-12-29T16:28:02Z,5,
Accueil excellent,2020-12-29T16:27:44Z,5,"Accueil excellent, sympathique et à l'écoute"
Vraiment au top,2020-12-29T16:27:24Z,5,
Jusqu'à aujourd'hui le contact avec les…,2020-12-29T16:21:38Z,5,Jusqu'à aujourd'hui le contact avec les conseillers de Cofidis passent sans problème et je n'ai jamais eu à me plaindre.
Je remercie les conseillers COFIDIS…,2020-12-29T16:21:18Z,5,Je remercie les conseillers COFIDIS pour leurs professionnaliste et leur écoute. Le dossier à rapidement été traité.les fonds ont été débloqués à la bonne dateEncore merci CORDIALEMENT
Réponse rapide et interlocuteur…,2020-12-29T16:16:33Z,5,Réponse rapide et interlocuteur disponible et sympathique.
Bon suivi du dossier,2020-12-29T16:07:30Z,4,"Dossier traité rapidement, infos clairesFacilité dans le suivi du dossierTaux d'intérêt correct, par contre assurance un peu chère je trouve"
Très satisfait des services et Cofidis…,2020-12-29T16:06:57Z,5,"Très satisfait des services et Cofidis à votre écout,bravo et merçi."
Réponse rapide et conseillé très…,2020-12-29T16:06:47Z,5,Réponse rapide et conseillé très agréable
L'équipe sympathique Qui répond à Vos…,2020-12-29T16:04:57Z,5,"L'équipe sympathique Qui répond à Vos Questions vous informe au mieux,des professionnels!!!"
Du début à la fin nous avons été suivi…,2020-12-29T16:00:14Z,5,Du début à la fin nous avons été suivi d’une façon très professionnel merci
Tres bonne qualité et service malgré …,2020-12-29T15:59:31Z,5,Tres bonne qualité et service malgréplusieurs refusJ ai fait un mail à reaaximer mon dossier et de la j ai reçuun contrat qui a été finalement accepté MerciEt bonne année
Professionnel,2020-12-29T15:59:16Z,5,
"Rapide ,efficace,conseillers très…",2020-12-29T15:59:03Z,5,"Rapide ,efficace,conseillers très agréables"
Merci à vous un grand merci,2020-12-29T15:52:27Z,5,Merci de votre rapidité et de la confiance que vous porter à vos clients
Société de crédits efficaces,2020-12-29T15:52:04Z,5,"Société de crédits efficaces, navigation sur le site fluide, pour l'envoi des documents scannés sur site sécurisé. Une réponse rapide."
obtention du crédit rapidetoujours…,2020-12-29T15:51:59Z,5,obtention du crédit rapidetoujours aimable au téléphone continuer comme ça
Toujours au top,2020-12-29T15:49:54Z,5,
Un retour rapide efficace et surtout…,2020-12-29T15:49:02Z,5,Un retour rapide efficace et surtout adapté à ma situationEncore merci !
très satisfaite de tous les services…les conseillers répondent rapidement à toutes demandes et aimablement,2020-12-29T15:47:29Z,5,très satisfaite de tous les services proposés par cofîdis.Les conseillers
Crédit entièrement en ligne,2020-12-29T15:47:12Z,4,Crédit entièrement en ligne et réponse définitive obtenu très rapidement je recommande Cofidis.
Simple rapide et précis.,2020-12-29T15:44:36Z,5,Simple rapide et précis.Rien d'autre à ajouter.
Bonjour,2020-12-29T15:44:24Z,5,Bonjour Je suis très content et je suis très satisfait Que je reçu le virement Je vous souhaite une excellente journée et une très bonne année 2020
"Rapide ,efficace et à l’écoute des…",2020-12-29T15:44:23Z,5,"Rapide ,efficace et à l’écoute des clients"
Super,2020-12-29T15:38:50Z,5,Supertrès bon service client
super,2020-12-29T15:37:56Z,4,super rapide agent des sympathiques repond aux questions ect super merci
une équipe courtois et serviable,2020-12-29T15:36:31Z,5,
Très clair et très rapide,2020-12-29T15:35:23Z,5,
Très reactif,2020-12-29T15:34:39Z,5,
Rapide et simple,2020-12-29T15:33:07Z,5,
Le plus merveilleux jamais,2020-12-29T15:32:57Z,5,
Merci à l écoute toute l equipe,2020-12-29T15:32:51Z,5,
C'est simple et sérieux,2020-12-29T15:32:50Z,5,
Prends beaucoup de temps a avoir les…,2020-12-29T15:32:35Z,3,Prends beaucoup de temps a avoir les fonds sur le compte ca pouvais être en peux plus vite !
Service très intéressant et surtout…,2020-12-29T15:32:06Z,5,"Service très intéressant et surtout très rapide,je suis satisfait de mon prêt cofidis"
Excellent suivi mise à part le delai…,2020-12-29T15:30:43Z,5,Excellent suivi mise à part le delai etant donné le changement d'avis sur l'assurance
Rapide,2020-12-29T15:30:40Z,5,RapideDisponibleSimpleCommunicatif
Réponse rapide et précise,2020-12-29T15:30:08Z,5,"Réponse rapide et précise, service client très réactif à la moindre demande."
professionnel et rapide,2020-12-29T15:28:46Z,5,
Réponse rapide,2020-12-29T14:13:12Z,5,Réponse rapide. Conseillers à l'écoute.
Rapide,2020-12-29T12:56:33Z,5,Rapide et confiant
Très satisfait,2020-12-29T12:28:13Z,5,
Rapide et très bien renseignée…,2020-12-29T11:37:02Z,5,Rapide et très bien renseignée téléphoniquement.
Service rapide,2020-12-29T11:26:17Z,5,
Rapidité et efficacité,2020-12-29T10:57:50Z,5,
Traitement du dossier très rapide,2020-12-29T10:54:37Z,5,Traitement du dossier très rapide. Félicitation
Personne très à l'écoute,2020-12-29T10:52:01Z,5,"Personne très à l'écoute, sympa,des réponses précises et résultat rapide,je recommande vivement"
paiement en plusieurs fois reffusé mais…,2020-12-29T10:24:39Z,1,"paiement en plusieurs fois reffusé mais premiere mensualité prelevé et bloqué une a deux semaines! une belle arnaque, paiement en plusieurs fois cofidis à éviter!"
bien,2020-12-29T09:36:07Z,5,Ma demande a abouti
Mon avis,2020-12-29T09:00:28Z,4,Bien conseillé Bien suivi
Professionnelle et très réactive,2020-12-29T07:49:20Z,5,
tres reactif,2020-12-29T07:33:37Z,5,
Il y toujours un prélèvement à se faire…,2020-12-29T07:26:16Z,4,Il y toujours un prélèvement à se faire remboursé et il faut réclamer c est pas normal
satisfait de la rapidité du traitement…,2020-12-29T07:23:56Z,5,satisfait de la rapidité du traitement de mon dossier
Très efficace et simple,2020-12-29T06:54:49Z,5,
Très sérieux,2020-12-29T06:10:59Z,4,Très sérieux Rapide
Demande en ligne réponse rapide et…,2020-12-28T23:04:03Z,4,Demande en ligne réponse rapide et traitement du dossier également.Conseillé à l'écoute si souci.
Super conseiller,2020-12-28T20:18:57Z,5,
Accord très rapide,2020-12-28T20:12:33Z,5,Accord très rapide. Somme débloquée dans les délais
Merci tout c est très bien passé,2020-12-28T20:08:10Z,5,"Merci tout c est très bien passé, rapidement."
Le crédit rapide et bien adapté selon mes besoins. Les conseils gentils et compétants. Je vous recommande,2020-12-28T20:02:20Z,5,Le crédit rapide et bien adapté selon mes besoins. Les conseils gentils et compétant s.
Dossier pris en compte et traité…,2020-12-28T19:06:29Z,5,Dossier pris en compte et traité rapidement.
Très bon accueil et bon conseils.,2020-12-28T19:04:58Z,5,Très bon accueil et bon conseils. Contact excellent.
"Très contente de vous services ,merci…",2020-12-28T18:51:59Z,5,"Très contente de vous services ,merci beaucoup 😊 passez de bonnes fêtes de fin d'année."
Très rapide pour le traitement de…,2020-12-28T18:34:04Z,5,Très rapide pour le traitement de dossier. Merci
Des personnes à votre écoute.,2020-12-28T18:18:37Z,4,
personnel très compétent et accueillants,2020-12-28T18:15:30Z,5,
Parfait,2020-12-28T18:06:56Z,5,Parfaittous bien persone gentile
Traitement de ma demande,2020-12-28T18:03:02Z,5,Le traitement de ma demande s'est effectué dans les délais annoncés
Personnel aimable,2020-12-28T17:39:44Z,5,"Personnel aimable, rapidité, efficace je conseille cofidis a d’autres personnes !!!"
Très satisfait,2020-12-28T17:30:25Z,5,
Reactin rapide,2020-12-28T17:17:33Z,5,Reactin rapide. Merci pour l'aboutissement de mln.projet
Excellent rapide et efficace touts est…,2020-12-28T17:16:03Z,5,Excellent rapide et efficace touts est simple sans casse-tête pour avoir un prêt rapide
Très satisfaite,2020-12-28T17:15:26Z,5,"Très satisfaite, constitution du dossier sur le site aisée, réponse rapide. Très bien !"
Tres rapide pour obtenir les fonfs,2020-12-28T17:06:26Z,5,Tres rapide pour obtenir les fonfs. Et tres simple surtout. Merci
Un organisme très réactif et très…,2020-12-28T17:06:25Z,5,Un organisme très réactif et très sérieux.Jamais eu de mauvaise surprise.
Impeccable procédure simple et…,2020-12-28T16:44:24Z,5,Impeccable procédure simple et accessible.
tres contente de la rtapidité rien à…,2020-12-28T16:40:38Z,5,tres contente de la rtapidité rien à signaler de négatifmerci
Rien à dire,2020-12-28T16:32:50Z,5,"Rien à dire, très rapide."
J'ai apprécié la facilité d'accès à…,2020-12-28T16:30:15Z,4,J'ai apprécié la facilité d'accès à cofidis et surtout le suivi par téléphone
SATISFACTION,2020-12-28T16:24:20Z,5,Rapide et des conseillers à l’écoute.Très satisfait du service et de l'offre
Rapidité,2020-12-28T15:33:58Z,5,"Rapidité, sécurité, très satisfaite"
rapidité efficacité,2020-12-28T15:28:59Z,5,"rapidité efficacité, serieux du suivi et des réponses apportées, tres bon professionalismeaucun point négatif"
Simplicité,2020-12-28T15:28:52Z,4,"Conseiller sympathique, courtois, pro, etc."
Bravo et merci,2020-12-28T15:24:37Z,5,"Bravo et merci, non seulement pour votre acceptation, mais pour la qualité des contacts, que ce soit par téléphone ou par mail, les contacts toujours très cordiaux sont à chaque fois arrivés à bon escient -"
très bon accueil,2020-12-28T15:16:56Z,5,
très satisfait de…,2020-12-28T15:12:59Z,5,"très satisfait de cofidis,rapidité,efficacité,clarté"
Service très professionnel proche de…,2020-12-28T15:11:20Z,5,Service très professionnel proche de ses clientMerci encore
Bien,2020-12-28T15:06:55Z,4,"Bien, car je n'ai pas reçu le bon contrat au 1et envoi"
Je suis satisfaite de votre service…,2020-12-28T15:05:55Z,5,Je suis satisfaite de votre service réponse rapide merci
Rapidité efficacité,2020-12-28T15:04:58Z,5,Rapidité avec l'envoi des doc via le site web
Satisfait,2020-12-28T15:02:41Z,4,Satisfait par leur professionnalisme
Une équipe efficace et toujours à…,2020-12-28T15:01:29Z,5,Une équipe efficace et toujours à l'écoute
Très bien accueilli traitement de…,2020-12-28T14:54:54Z,5,Très bien accueilli traitement de dossier rapide
Réponse très rapide,2020-12-28T14:49:56Z,5,Réponse très rapide Service efficace
je suis très satisfaite,2020-12-28T14:49:42Z,4,
Très rapide et professionnel,2020-12-28T14:43:26Z,5,
Satisfaite dans l'ensemble,2020-12-28T14:38:59Z,4,"Satisfaite, dommage de changer son mail et de ne jamais recevoir les mail sur celui ci... Un peu pénible."
Rien à redire !!,2020-12-28T14:38:23Z,5,"A l'écoute, reactif"
Réponse rapide après réception du…,2020-12-28T14:35:01Z,5,Réponse rapide après réception du dossier. Aucun souci pour nous
tres bon accueil dossier traité…,2020-12-28T14:31:50Z,5,tres bon accueil dossier traité rapidement
Avis favorable,2020-12-28T14:29:37Z,5,Réponse rapide
Bonjour je suis très content de vous et…,2020-12-28T14:25:35Z,5,Bonjour je suis très content de vous et suis satisfait
Équipe aimable,2020-12-28T14:21:06Z,5,"Équipe aimable , efficace pleinement satisfaite"
Obtenu rapidement les fonds,2020-12-28T14:20:55Z,4,
Bonne écoute,2020-12-28T14:20:32Z,5,"Bonne écoute, réactivité"
Ba je n'ai rien a redire tout c'est…,2020-12-28T14:20:15Z,5,Ba je n'ai rien a redire tout c'est passez comme prevue j'ai apprécié le fait que ça aille vite 👍👍👍
Excellent,2020-12-28T14:18:41Z,5,Sécurisé et bien informé
Personneltrès gentil et crédit rapide,2020-12-28T14:14:28Z,5,
Très bien merci très rapide,2020-12-28T14:11:36Z,5,Très bien très rapide
Excellent accueil téléphonique,2020-12-28T14:10:49Z,5,Excellent accueil téléphonique Efficacité Rapidité Compétitif
Montage et suivi du dossier très rapide…,2020-12-28T14:10:27Z,5,"Montage et suivi du dossier très rapide , réponse et déblocage des fonds également Très heureux des délais d attentent et d obtention."
Écoute amabilité,2020-12-28T14:04:57Z,5,
Très bonne expérience rapide et…,2020-12-28T13:59:36Z,5,Très bonne expérience rapide et efficace bien conseillé!
Rapidité,2020-12-28T13:59:16Z,5,"Rapidité,efficacité,amabilité et très grandprofessionnalisme.J'ai beaucoup apprécié"
Très sérieux et convaincant pour le…,2020-12-28T13:57:38Z,5,Très sérieux et convaincant pour le prêt de 500 € pour info je voulais demander 2500 € et ça m'a été refusé par vos services de gestion. Je vous souhaite une excellente journée bien cordialement Mr le Levier claude
