title,date,star,text
Très très mauvais à fuir,2020-02-06T21:07:21Z,1,Encore si ça serait moi je ne mettrais aucune étoile. Depuis l’ouverture de compte j’ai été assez satisfaite d’orange mais là j’ai la haine attention si vous ouvrez un compte chez eux !!! Alors ils gèrent votre argent et surtout ils bloquent la carte sans raison et sans soucis je le précise et laisse les clients sans aucuns moyens de paiement ce qui est totalement illégal une HONTE!! Alors si vous voulez aller chez eux attention si vous payer trop avec votre carte ils vont vous la bloquer sans information car pour eux vous dépenser trop je suis FURIEUSE et je ne vais pas en rester là !!! Croyez moi.
Des incompétents de A a Z,2020-02-05T18:57:45Z,1,"Conseiller en carton, et le mec qui a validé mon changement de plafond sans le faire est encore plus fort"
Service client mauvais,2020-02-05T17:29:46Z,2,Service client mauvais : Le robot est idiot et impossible de chatter avec un conseiller
Plutôt mais il manque juste une chose ou deux.,2020-02-03T09:38:09Z,3,"OrangeBank est bien pour dépanner quand vous avez votre banque physique qui essaye de vous voler, mais le problème est que OrangeBank ne propose pas l'option e-card ou payweb, Un carte bancaire virtuel et unique ainsi que le dépôt d'argent depuis un guichet, Vous êtes obliger de déposer de l'argent sur votre compte orange depuis votre banque physique. Il serait pas mal qu'Orange travaillent la dessus."
Le service client est aux abonnés absents quand on veut les quitter,2020-01-28T17:15:33Z,1,"Ne vous faites pas avoir par cette banque. Tout va bien quand on utilise juste la CB, mais dès lors qu'on s'adresse au service clients, alors là, plus de réponse. J'ai fait une demande (en fait j'en ai fait 3x) pour clôturer mon compte. AUCUNE réponse. J'ai fini par téléphoner, on m'a dit que c'est en cours. Encore du temps qui passe, j'ai fini par voir que si on oublie une partie (lettre sur l'honneur de destruction de la CB) rien ne se passe, mais vous n'en êtes pas avertis non plus, même au tél. Bref, ..."
Ma mère et moi avions un compte joint,2020-01-25T13:24:18Z,1,Ma mère et moi avions un compte joint . Elle est décédée en août et qu'elle ne fût pas ma surprise de voir un prélèvement de 300 euros pour frais de succession !!! Sur un compte joint !! Alors que le crédit agricole ne m'a rien facturé pour notre compte joint . Attention aux tarifs Orange Bank
Bonjour,2020-01-18T09:31:52Z,2,"Bonjour, je viens de résilier mon compte, car je comptais l'utilisé pour la facilité d'envoyer de petites sommes à mes petits enfants par sms hors et c'est bien dommage il n'est pas possible de les envoyée si les personnes qui reçoivent ces sommes ne sont pas chez orange Bank,et bien sur c'est pas tout le monde qui veut avoir un compte chez eux.Donc à eux d'y réflechir il faut que cette méthode pratique soit possible de l'echanger sur toutes les banques à eux de faire leurs demande auprès des autres banque.En attendant et surtout pour qu'ils en prennent conscience je ferme mon compte.A bon entendeur."
Un prêt contracter avec groupama sous…,2020-01-17T08:34:25Z,1,"Un prêt contracter avec groupama sous orange bank. service en ligne lamentable, réponse inexistante.En cas de remboursement de prêt par anticipation cela va vous coûter 1% en intérêt du capital restant du. Vous demander un justificatif de preuve de votre clôture de prêt cela va vous coûter 12euros. Pour l'avenir je préfère un organise avec un interlocuteur en face, plutôt qu'une banque en ligne qui promet des économies dans les grandes ligne et au final vous factures la moindre demande a prix d'or."
très difficile d'ouvrir un compte,2020-01-08T12:19:17Z,1,"très difficile de faire les démarches pour ouvrir le compte : le site accepte les justificatifs puis le lendemain vous recevez un mail qui dit qu'il ne sont pas reconnus , quand vous cliquez sur "" je vérifie mes justificatifs"" rien de ce passe, quand vous contactez Djingo les réponses tournent en boucle et quand vous demandez à parler à un conseillé, il vous répond qu'il n'y en pas "" on ligne""bref je suis allé sur Hello bank ( même offre de 80€ à l'ouverture) et en 30 minutes c'est fait"
UNE BANQUE DE M.....,2020-01-07T14:38:46Z,1,UNE BANQUE DE M...... PERSONNEL INCOMPETENT. A EVITER A TOUT PRIX. MOI C EST ZERO ETOILE SUR TOUTE LA LIGNE. JE SUIS BELGE RESIDANT EN FRANCE PAS LE DROIT D AVOIR UN COMPTE CHEZ EUX. MAIS ON ME L A DIT APRES L OUVERTURE DU COMPTE…..DONC PERSONNEL TRES AU COURANT
quand vous avez un soucis de conection…,2019-12-31T15:16:52Z,1,"quand vous avez un soucis de conection un oubli de mot de passe , de code , le chatne repond en rien aux problèmes ….. on attend des conseillers experts ben me voilà avec ma carte bloquée le 31/12 !!"
Je regrette d'avoir ouvert un compte…,2019-12-11T19:44:15Z,1,"Je regrette d'avoir ouvert un compte Orange Bank. Dés la fin du premier mois, on me préleve des frais pour découvert alors que mon compte a toujours été créditeur. Le conseiller par chat reconnait qu'il y a une erreur mais je ne suis pas remboursé.C'est impossible de joindre un conseiller par téléphone. Je vais clôturer mon compte."
j'ai eu un mal de chien à clore deux…,2019-12-07T15:48:39Z,1,"j'ai eu un mal de chien à clore deux livrets , je vais aussi clore le compte chèque.aujourd'hui j'achèteune voiture etils le demandent de justifierl'émission du chèque fait au concessionnaire (alors qu'ilspeuventbien voir eux même qui estle bénéficiaire de ce chèque)"
On ne devrait pouvoir pas mettre…,2019-12-04T03:24:06Z,1,On ne devrait pouvoir pas mettre d’étoiles du tout. Je demande depuis le départ un carte à débit différé qu’on refuse de m’accorder alors que du fait de changement de banque qui m’accordait le débit différé au débit immédiat cela signifie que je vais devoir vivre 15 jours de plus avec un salaire mensuel. Ce dont avec l’AAH étant handicapé c’est difficile de me le permettre. Je leur demande s’ils ont une solution. Le débit différé étant plus facile pour gérer mes compte. Que des e-mails laconiques comme si ils étaient générées automatiquement me disant que je n’ai pas le droit au différé. Par contre un “expert” me demande si j’ai des projets pour faire un crédit. On marche sur la tête ! Ensuite j’ai parlé à un autre “expert” je lui demande quand est ce que j’aurai accès au débit différé il me répond toujours laconiquement “quand vous aurez des revenus plus conséquents” Il a sans doute échapper à ce conseiller que tout les handicapés non pas accès à l’emploi mais décidément même quand on parle à un “humain” on a l’impression de parler à un robot. Je suis issu du secteur des services et je peux vous certifier mais de toute façon je ne suis pas le seul à le dire. Les fameux “experts” n’en sont pas. Pire ils sont totalement déshumanisés et vous dégradent (même si je sais que ce n’est pas voulu). Je me suis senti plusieurs fois offensé par mes échanges avec un “expert” en particulier. J’aimerais qu’on parle entre professionnels de ce secteur mais visiblement ce n’est pas possible. On me renvoie toujours à un “expert” qui est uniquement la pour appliquer la guideline ou faire fructifier son portefeuille clients pour atteindre les objectifs imposés par la direction au détriment de la bienséance élémentaire. Diriez vous à un aveugle qu’il faut qu’il retrouve la vue pour avoir un service bancaire digne de ce nom? Ben Orange Bank c’est ça. Ils faut leur expliquer qu’il doivent faire les choses au cas par cas et non d’appliquer une guideline générique pour tout le monde tout simplement mais aussi parce que c’est en partie en ça que consiste. D’autant que le différé rapporte de l’argent aux banques. En clair fuyez cette banque totalement inhumaine et qui est sans gêne.
Je laisse une étoile (et encore),2019-11-25T13:12:09Z,1,"Je laisse une étoile, et encore car 0/5 n'existe pas.Cette banque est à fuir, j'y suis resté un an et le service client y était non seulement peu conciliant, mais jamais là pour ses clients. Dur, alors que je n'avais aucun soucis avec le service orange mobile, de devoir critiquer ce groupe. Je suis actuellement en train d'essayer de clôturer mon compte bancaire, et même cela semble compliqué (cela fait déjà une semaine !)."
Banque à eviter...plus de 48 h pour…,2019-11-21T15:36:01Z,1,Banque à eviter...plus de 48 h pour recevoir un virement venant d'une très grande banque virement de la SG à orange Bank effectué le 19/11/19 à 16h ......le 21/11/19à 20h toujours rien....Par comparaison la meme opération effectuée dans une autre banque en ligne ..prend moins de 24h....
J'ai demandé les clôtures du compte…,2019-11-17T23:04:16Z,1,"J'ai demandé les clôtures du compte courant et du livret. Orange bank a clôturé le compte mais pas le livret. Depuis je n'ai plus accès à ce livre, mes identifiants ayant été supprimé. J'ai écrit deux fois au service réclamation sans obtenir de réponse. Je ne conseille pas cette pseudo banque.Il en existe d'autres plus efficaces."
equipe incompetentes je me suis fait…,2019-10-23T13:37:22Z,1,"equipe incompetentes je me suis fait piraté le 16/09/19 je les ai contacté le 17/09/19 avec la plainte je les et appellé"" et contacté sur facebook pour savoir ceux qu'il fallait envoyé et qu'il me donne l'adresse email.Je leur et donné tout ceux qu'on ma demandé plaintes montant du piratages,la date etc...2 semaines après je n'est toujours pas reçus le remboursementje les recontacte par facebook ils me disent que c'est en cours de traitement chaque semaines je ai contacté car toujours pas de remboursement ils me disent toujours la même chose c'est en cours de traitement le 10/10/19 toujours rien sa commence à m’énerve je les recontacte et la comme par hasard votre dossier est incomplet ils nous manquent l'attestation écrite sur l'honneur attendre 23 jours pour qu'on me disent sa c'est du grand foutages de gueules,je leurs envoie leur attestation daté et signé,le 22/10/19 je vois sur l'appli que la transaction et abandonnéje leur téléphone la personne quje j'ai ma dit que c'est normale que sa prenéedu temps et que mon dfossier et complet et que c'etait ouvert que le 10/10/19 la date ou j'ai envoyé attestations et que c'est en cours le 23/10/19 je reçois un email en me disant que l'attestation que j'ai envoyé il manqué la signature et la date alors que c'est faut c'est du mensonges et c'est de l'arnaque car maintenantc'est repoussé au 23/10/19 ceux qui veut dire 13 jours resultat vraiment incompetent,arnaques ils se foutent de notre geules ne prenez pas orange pour bank a evité"
